,TF,Humidity,Windspeed,weather,Date,hour,cnt
7855,45F,48%,0mph,Mostly Cloudy,2017-11-26,23,41
7856,43F,53%,5mph,Cloudy,2017-11-27,0,24
7857,41F,76%,7mph,Cloudy,2017-11-27,1,9
7858,40F,77%,6mph,Cloudy,2017-11-27,2,5
7859,40F,70%,6mph,Cloudy,2017-11-27,3,2
7860,39F,73%,6mph,Cloudy,2017-11-27,4,16
7861,38F,70%,7mph,Partly Cloudy,2017-11-27,5,84
7862,39F,67%,6mph,Fair,2017-11-27,6,254
7863,41F,62%,7mph,Fair,2017-11-27,7,693
7864,44F,60%,5mph,Fair,2017-11-27,8,1098
7865,48F,61%,7mph,Fair,2017-11-27,9,449
7866,56F,37%,12mph,Partly Cloudy,2017-11-27,10,224
7867,58F,36%,9mph,Fair,2017-11-27,11,297
7868,59F,35%,7mph,Fair,2017-11-27,12,369
7869,61F,34%,14mph,Fair,2017-11-27,13,404
7870,61F,34%,12mph,Fair,2017-11-27,14,370
7871,61F,34%,8mph,Partly Cloudy,2017-11-27,15,506
7872,59F,36%,5mph,Mostly Cloudy,2017-11-27,16,744
7873,52F,59%,7mph,Mostly Cloudy,2017-11-27,17,1190
7874,52F,49%,3mph,Partly Cloudy,2017-11-27,18,947
7875,51F,54%,3mph,Mostly Cloudy,2017-11-27,19,565
7876,46F,73%,7mph,Partly Cloudy,2017-11-27,20,329
7877,48F,61%,3mph,Partly Cloudy,2017-11-27,21,217
7878,45F,68%,3mph,Mostly Cloudy,2017-11-27,22,141
7879,44F,76%,5mph,Partly Cloudy,2017-11-27,23,63
7880,43F,76%,3mph,Mostly Cloudy,2017-11-28,0,27
7881,43F,82%,0mph,Cloudy,2017-11-28,1,13
7882,41F,82%,0mph,Fair,2017-11-28,2,10
7883,41F,82%,3mph,Fair,2017-11-28,3,0
7884,40F,83%,5mph,Cloudy,2017-11-28,4,19
7885,40F,93%,3mph,Cloudy,2017-11-28,5,77
7886,39F,82%,3mph,Fair,2017-11-28,6,316
7887,40F,83%,6mph,Fair,2017-11-28,7,857
7888,44F,76%,3mph,Fair,2017-11-28,8,1252
7889,47F,66%,3mph,Fair,2017-11-28,9,558
7890,51F,54%,8mph,Fair,2017-11-28,10,279
7891,56F,44%,7mph,Fair,2017-11-28,11,289
7892,60F,38%,8mph,Fair,2017-11-28,12,386
7893,60F,36%,12mph,Fair,2017-11-28,13,379
7894,60F,36%,10mph,Fair,2017-11-28,14,347
7895,57F,45%,12mph,Fair,2017-11-28,15,480
7896,55F,51%,9mph,Fair,2017-11-28,16,769
7897,53F,57%,10mph,Fair,2017-11-28,17,1183
7898,52F,61%,10mph,Fair,2017-11-28,18,1000
7899,50F,71%,8mph,Fair,2017-11-28,19,581
7900,51F,71%,8mph,Fair,2017-11-28,20,369
7901,50F,77%,8mph,Fair,2017-11-28,21,234
7902,50F,74%,7mph,Fair,2017-11-28,22,180
7903,49F,80%,6mph,Partly Cloudy,2017-11-28,23,71
7904,48F,83%,8mph,Fair,2017-11-29,0,28
7905,46F,89%,8mph,Fair,2017-11-29,1,9
7906,47F,86%,8mph,Partly Cloudy,2017-11-29,2,4
7907,45F,86%,7mph,Fair,2017-11-29,3,5
7908,44F,85%,5mph,Fair,2017-11-29,4,14
7909,43F,86%,7mph,Fair,2017-11-29,5,101
7910,43F,82%,6mph,Fair,2017-11-29,6,306
7911,44F,76%,7mph,Fair,2017-11-29,7,833
7912,47F,77%,6mph,Fair,2017-11-29,8,1296
7913,50F,61%,6mph,Fair,2017-11-29,9,561
7914,55F,53%,6mph,Fair,2017-11-29,10,298
7915,61F,41%,7mph,Partly Cloudy,2017-11-29,11,312
7916,68F,32%,13mph,Partly Cloudy,2017-11-29,12,441
7917,69F,32%,10mph,Partly Cloudy,2017-11-29,13,422
7918,70F,32%,10mph,Partly Cloudy,2017-11-29,14,393
7919,66F,34%,10mph,Partly Cloudy,2017-11-29,15,515
7920,61F,35%,16mph,Fair,2017-11-29,16,754
7921,59F,33%,9mph,Fair,2017-11-29,17,1283
7922,58F,33%,5mph,Fair,2017-11-29,18,958
7923,49F,59%,0mph,Fair,2017-11-29,19,613
7924,50F,59%,5mph,Fair,2017-11-29,20,423
7925,50F,50%,3mph,Fair,2017-11-29,21,268
7926,44F,76%,12mph,Fair,2017-11-29,22,178
7927,47F,63%,0mph,Mostly Cloudy,2017-11-29,23,144
7928,47F,54%,5mph,Mostly Cloudy,2017-11-30,0,64
7929,46F,56%,5mph,Cloudy,2017-11-30,1,17
7930,46F,54%,7mph,Cloudy,2017-11-30,2,12
7931,45F,58%,7mph,Cloudy,2017-11-30,3,2
7932,44F,65%,6mph,Cloudy,2017-11-30,4,18
7933,44F,65%,5mph,Cloudy,2017-11-30,5,91
7934,43F,65%,5mph,Cloudy,2017-11-30,6,316
7935,43F,65%,8mph,Mostly Cloudy,2017-11-30,7,808
7936,46F,61%,6mph,Mostly Cloudy,2017-11-30,8,1269
7937,49F,56%,6mph,Partly Cloudy,2017-11-30,9,554
7938,51F,56%,3mph,Mostly Cloudy,2017-11-30,10,337
7939,54F,59%,0mph,Partly Cloudy,2017-11-30,11,321
7940,56F,57%,6mph,Mostly Cloudy,2017-11-30,12,464
7941,59F,55%,6mph,Mostly Cloudy,2017-11-30,13,409
7942,59F,60%,9mph,Mostly Cloudy,2017-11-30,14,407
7943,58F,62%,9mph,Mostly Cloudy,2017-11-30,15,584
7944,56F,67%,6mph,Mostly Cloudy,2017-11-30,16,805
7945,53F,74%,7mph,Cloudy,2017-11-30,17,1218
7946,52F,80%,6mph,Cloudy,2017-11-30,18,926
7947,54F,77%,6mph,Cloudy,2017-11-30,19,640
7948,53F,80%,3mph,Cloudy,2017-11-30,20,416
7949,52F,86%,6mph,Light Rain,2017-11-30,21,206
7950,52F,86%,0mph,Cloudy,2017-11-30,22,182
7951,52F,86%,3mph,Cloudy,2017-11-30,23,102
7952,50F,93%,0mph,Partly Cloudy,2017-12-01,0,49
7953,47F,100%,3mph,Fair,2017-12-01,1,27
7954,48F,86%,13mph,Fair,2017-12-01,2,11
7955,50F,71%,16mph,Fair,2017-12-01,3,7
7956,49F,71%,12mph,Fair,2017-12-01,4,15
7957,48F,71%,10mph,Fair,2017-12-01,5,79
7958,46F,73%,7mph,Fair,2017-12-01,6,280
7959,48F,68%,12mph,Fair,2017-12-01,7,669
7960,50F,61%,18mph,Fair,2017-12-01,8,1187
7961,52F,59%,13mph,Cloudy,2017-12-01,9,526
7962,55F,53%,12mph,Mostly Cloudy,2017-12-01,10,303
7963,55F,51%,9mph,Fair,2017-12-01,11,359
7964,56F,45%,9mph,Partly Cloudy,2017-12-01,12,438
7965,56F,45%,10mph,Fair,2017-12-01,13,518
7966,56F,45%,8mph,Fair,2017-12-01,14,487
7967,56F,44%,7mph,Fair,2017-12-01,15,562
7968,53F,48%,6mph,Partly Cloudy,2017-12-01,16,823
7969,52F,47%,10mph,Fair,2017-12-01,17,1172
7970,50F,50%,7mph,Fair,2017-12-01,18,808
7971,48F,61%,0mph,Partly Cloudy,2017-12-01,19,493
7972,45F,76%,5mph,Fair,2017-12-01,20,297
7973,45F,82%,0mph,Fair,2017-12-01,21,219
7974,43F,86%,0mph,Fair,2017-12-01,22,195
7975,41F,82%,0mph,Fair,2017-12-02,0,106
7976,40F,83%,0mph,Fair,2017-12-02,1,76
7977,38F,86%,0mph,Fair,2017-12-02,2,63
7978,38F,86%,8mph,Fair,2017-12-02,3,26
7979,36F,89%,3mph,Fair,2017-12-02,4,6
7980,37F,89%,6mph,Fair,2017-12-02,5,9
7981,38F,86%,0mph,Fair,2017-12-02,6,33
7982,39F,86%,0mph,Mostly Cloudy,2017-12-02,7,94
7983,40F,83%,0mph,Mostly Cloudy,2017-12-02,8,230
7984,43F,76%,0mph,Mostly Cloudy,2017-12-02,9,343
7985,46F,73%,0mph,Mostly Cloudy,2017-12-02,10,534
7986,48F,68%,0mph,Mostly Cloudy,2017-12-02,11,615
7987,50F,61%,5mph,Cloudy,2017-12-02,12,678
7988,51F,59%,6mph,Cloudy,2017-12-02,13,710
7989,52F,59%,7mph,Mostly Cloudy,2017-12-02,14,657
7990,52F,54%,6mph,Fair,2017-12-02,15,728
7991,50F,59%,8mph,Mostly Cloudy,2017-12-02,16,678
7992,49F,69%,6mph,Mostly Cloudy,2017-12-02,17,594
7993,48F,68%,5mph,Mostly Cloudy,2017-12-02,18,406
7994,47F,71%,0mph,Mostly Cloudy,2017-12-02,19,268
7995,45F,71%,3mph,Mostly Cloudy,2017-12-02,20,223
7996,45F,71%,3mph,Partly Cloudy,2017-12-02,21,170
7997,44F,79%,0mph,Cloudy,2017-12-02,22,163
7998,42F,85%,6mph,Cloudy,2017-12-02,23,150
7999,42F,82%,0mph,Cloudy,2017-12-03,0,118
8000,42F,89%,3mph,Mostly Cloudy,2017-12-03,1,87
8001,42F,85%,3mph,Cloudy,2017-12-03,2,60
8002,42F,89%,5mph,Cloudy,2017-12-03,3,33
8003,43F,82%,5mph,Cloudy,2017-12-03,4,12
8004,42F,89%,7mph,Cloudy,2017-12-03,5,8
8005,43F,86%,3mph,Light Rain,2017-12-03,6,22
8006,44F,89%,0mph,Cloudy,2017-12-03,7,50
8007,47F,86%,5mph,Mostly Cloudy,2017-12-03,8,143
8008,49F,83%,5mph,Partly Cloudy,2017-12-03,9,277
8009,50F,80%,3mph,Fair,2017-12-03,10,472
8010,52F,74%,5mph,Fair,2017-12-03,11,521
8011,54F,64%,3mph,Fair,2017-12-03,12,657
8012,57F,53%,9mph,Fair,2017-12-03,13,705
8013,57F,47%,10mph,Fair,2017-12-03,14,722
8014,55F,43%,10mph,Fair,2017-12-03,15,702
8015,53F,43%,10mph,Fair,2017-12-03,16,585
8016,51F,46%,6mph,Fair,2017-12-03,17,467
8017,50F,50%,0mph,Fair,2017-12-03,18,343
8018,47F,71%,0mph,Fair,2017-12-03,19,259
8019,45F,71%,0mph,Fair,2017-12-03,20,179
8020,43F,80%,3mph,Fair,2017-12-03,21,136
8021,43F,82%,0mph,Fair,2017-12-03,22,94
8022,39F,82%,6mph,Fair,2017-12-03,23,57
8023,40F,83%,3mph,Fair,2017-12-04,0,32
8024,39F,86%,0mph,Fair,2017-12-04,1,4
8025,39F,86%,0mph,Fair,2017-12-04,2,5
8026,38F,89%,0mph,Fair,2017-12-04,3,4
8027,38F,89%,0mph,Cloudy,2017-12-04,4,12
8028,37F,93%,0mph,Cloudy,2017-12-04,5,77
8029,38F,89%,0mph,Cloudy,2017-12-04,6,310
8030,39F,89%,3mph,Cloudy,2017-12-04,7,675
8031,41F,82%,6mph,Cloudy,2017-12-04,8,1064
8032,45F,74%,3mph,Cloudy,2017-12-04,9,449
8033,49F,74%,5mph,Cloudy,2017-12-04,10,245
8034,52F,59%,6mph,Cloudy,2017-12-04,11,272
8035,54F,53%,6mph,Cloudy,2017-12-04,12,359
8036,56F,47%,10mph,Cloudy,2017-12-04,13,323
8037,55F,47%,10mph,Cloudy,2017-12-04,14,348
8038,54F,47%,8mph,Cloudy,2017-12-04,15,450
8039,52F,47%,8mph,Cloudy,2017-12-04,16,709
8040,50F,54%,8mph,Cloudy,2017-12-04,17,1167
8041,50F,57%,0mph,Mostly Cloudy,2017-12-04,18,976
8042,48F,74%,6mph,Cloudy,2017-12-04,19,591
8043,48F,80%,9mph,Cloudy,2017-12-04,20,330
8044,48F,83%,8mph,Mostly Cloudy,2017-12-04,21,259
8045,48F,86%,7mph,Cloudy,2017-12-04,22,150
8046,46F,89%,5mph,Cloudy,2017-12-04,23,74
8047,45F,93%,6mph,Cloudy,2017-12-05,0,43
8048,47F,90%,0mph,Cloudy,2017-12-05,1,12
8049,46F,96%,3mph,Cloudy,2017-12-05,2,11
8050,47F,93%,3mph,Cloudy,2017-12-05,3,8
8051,47F,97%,7mph,Cloudy,2017-12-05,4,18
8052,48F,93%,6mph,Cloudy,2017-12-05,5,76
8053,47F,97%,7mph,Cloudy,2017-12-05,6,317
8054,49F,93%,9mph,Cloudy,2017-12-05,7,801
8055,50F,96%,12mph,Cloudy,2017-12-05,8,1262
8056,52F,93%,13mph,Cloudy,2017-12-05,9,491
8057,53F,89%,10mph,Cloudy,2017-12-05,10,228
8058,57F,81%,17mph,Cloudy,2017-12-05,11,283
8059,57F,81%,14mph,Cloudy,2017-12-05,12,378
8060,58F,81%,13mph,Cloudy,2017-12-05,13,361
8061,58F,84%,9mph,Cloudy,2017-12-05,14,326
8062,59F,83%,6mph,Cloudy,2017-12-05,15,456
8063,58F,87%,7mph,Cloudy,2017-12-05,16,731
8064,57F,87%,9mph,Light Rain,2017-12-05,17,1062
8065,60F,83%,6mph,Light Rain,2017-12-05,18,627
8066,58F,93%,9mph,Light Rain,2017-12-05,19,217
8067,55F,100%,15mph,Light Rain,2017-12-05,20,162
8068,58F,97%,9mph,Mostly Cloudy,2017-12-05,21,206
8069,57F,93%,8mph,Cloudy,2017-12-05,22,115
8070,55F,96%,9mph,Cloudy,2017-12-05,23,101
8071,57F,93%,9mph,Cloudy,2017-12-06,0,40
8072,53F,66%,17mph,Cloudy,2017-12-06,1,17
8073,52F,59%,15mph,Cloudy,2017-12-06,2,5
8074,51F,50%,13mph,Cloudy,2017-12-06,3,3
8075,49F,46%,18mph,Cloudy,2017-12-06,4,17
8076,45F,40%,23mph,Cloudy / Windy,2017-12-06,5,90
8077,43F,40%,28mph,Cloudy / Windy,2017-12-06,6,295
8078,42F,31%,21mph,Cloudy / Windy,2017-12-06,7,764
8079,42F,32%,22mph,Mostly Cloudy / Windy,2017-12-06,8,1088
8080,42F,35%,12mph,Cloudy,2017-12-06,9,493
8081,43F,31%,10mph,Cloudy,2017-12-06,10,226
8082,45F,29%,8mph,Cloudy,2017-12-06,11,228
8083,47F,29%,7mph,Cloudy,2017-12-06,12,339
8084,47F,29%,7mph,Cloudy,2017-12-06,13,330
8085,47F,29%,8mph,Fair,2017-12-06,14,283
8086,47F,29%,5mph,Cloudy,2017-12-06,15,384
8087,46F,34%,7mph,Cloudy,2017-12-06,16,639
8088,46F,34%,6mph,Cloudy,2017-12-06,17,986
8089,45F,42%,6mph,Cloudy,2017-12-06,18,921
8090,44F,45%,9mph,Cloudy,2017-12-06,19,514
8091,44F,43%,6mph,Cloudy,2017-12-06,20,383
8092,43F,49%,7mph,Cloudy,2017-12-06,21,239
8093,44F,51%,6mph,Cloudy,2017-12-06,22,166
8094,42F,60%,6mph,Cloudy,2017-12-06,23,91
8095,43F,47%,6mph,Cloudy,2017-12-07,0,51
8096,44F,42%,10mph,Cloudy,2017-12-07,1,17
8097,43F,43%,7mph,Cloudy,2017-12-07,2,7
8098,44F,42%,10mph,Cloudy,2017-12-07,3,5
8099,43F,43%,8mph,Mostly Cloudy,2017-12-07,4,16
8100,43F,43%,10mph,Mostly Cloudy,2017-12-07,5,83
8101,43F,43%,7mph,Partly Cloudy,2017-12-07,6,282
8102,42F,45%,5mph,Partly Cloudy,2017-12-07,7,770
8103,44F,43%,10mph,Partly Cloudy,2017-12-07,8,1121
8104,47F,37%,13mph,Partly Cloudy,2017-12-07,9,523
8105,47F,37%,13mph,Mostly Cloudy,2017-12-07,10,239
8106,48F,36%,7mph,Mostly Cloudy,2017-12-07,11,292
8107,48F,33%,12mph,Mostly Cloudy,2017-12-07,12,326
8108,49F,32%,9mph,Mostly Cloudy,2017-12-07,13,288
8109,48F,33%,5mph,Mostly Cloudy,2017-12-07,14,348
8110,48F,34%,8mph,Partly Cloudy,2017-12-07,15,406
8111,46F,37%,9mph,Mostly Cloudy,2017-12-07,16,645
8112,45F,42%,7mph,Mostly Cloudy,2017-12-07,17,1030
8113,45F,40%,8mph,Mostly Cloudy,2017-12-07,18,891
8114,43F,47%,6mph,Mostly Cloudy,2017-12-07,19,552
8115,43F,49%,6mph,Cloudy,2017-12-07,20,314
8116,42F,51%,5mph,Mostly Cloudy,2017-12-07,21,253
8117,42F,49%,5mph,Cloudy,2017-12-07,22,162
8118,41F,53%,6mph,Cloudy,2017-12-07,23,100
8119,41F,53%,5mph,Cloudy,2017-12-08,0,29
8120,41F,49%,6mph,Cloudy,2017-12-08,1,19
8121,40F,49%,12mph,Cloudy,2017-12-08,2,16
8122,39F,49%,9mph,Mostly Cloudy,2017-12-08,3,10
8123,39F,50%,8mph,Cloudy,2017-12-08,4,18
8124,38F,53%,8mph,Cloudy,2017-12-08,5,74
8125,38F,51%,9mph,Cloudy,2017-12-08,6,255
8126,38F,48%,5mph,Cloudy,2017-12-08,7,576
8127,39F,49%,6mph,Cloudy,2017-12-08,8,992
8128,40F,47%,3mph,Cloudy,2017-12-08,9,551
8129,41F,43%,5mph,Cloudy,2017-12-08,10,288
8130,41F,43%,3mph,Cloudy,2017-12-08,11,297
8131,42F,43%,3mph,Cloudy,2017-12-08,12,363
8132,41F,41%,0mph,Cloudy,2017-12-08,13,355
8133,41F,41%,0mph,Cloudy,2017-12-08,14,353
8134,41F,43%,0mph,Cloudy,2017-12-08,15,420
8135,41F,43%,3mph,Cloudy,2017-12-08,16,656
8136,39F,65%,9mph,Cloudy,2017-12-08,17,853
8137,38F,73%,7mph,Cloudy,2017-12-08,18,615
8138,38F,76%,7mph,Cloudy,2017-12-08,19,401
8139,37F,79%,5mph,Cloudy,2017-12-08,20,260
8140,37F,82%,5mph,Cloudy,2017-12-08,21,197
8141,37F,82%,5mph,Cloudy,2017-12-08,22,164
8142,37F,82%,6mph,Cloudy,2017-12-08,23,119
8143,37F,86%,8mph,Cloudy,2017-12-09,0,83
8144,37F,82%,6mph,Cloudy,2017-12-09,1,54
8145,37F,82%,3mph,Cloudy,2017-12-09,2,44
8146,38F,76%,0mph,Light Snow,2017-12-09,3,19
8147,38F,76%,0mph,Cloudy,2017-12-09,4,8
8148,38F,76%,0mph,Cloudy,2017-12-09,5,7
8149,38F,76%,7mph,Light Snow,2017-12-09,6,16
8150,37F,79%,9mph,Light Snow,2017-12-09,7,79
8151,35F,78%,8mph,Light Snow,2017-12-09,8,137
8152,34F,85%,10mph,Light Snow,2017-12-09,9,166
8153,33F,85%,14mph,Light Snow,2017-12-09,10,176
8154,32F,92%,9mph,Light Snow,2017-12-09,11,171
8155,32F,88%,10mph,Light Snow,2017-12-09,12,184
8156,33F,85%,12mph,Light Snow,2017-12-09,13,175
8157,32F,92%,12mph,Light Snow,2017-12-09,14,135
8158,32F,92%,6mph,Light Snow,2017-12-09,15,135
8159,32F,92%,9mph,Light Snow,2017-12-09,16,144
8160,32F,88%,10mph,Light Snow,2017-12-09,17,133
8161,32F,88%,8mph,Light Snow,2017-12-09,18,100
8162,32F,88%,3mph,Light Snow,2017-12-09,19,95
8163,32F,85%,7mph,Cloudy,2017-12-09,20,96
8164,33F,85%,7mph,Cloudy,2017-12-09,21,58
8165,32F,88%,8mph,Cloudy,2017-12-09,22,72
8166,32F,88%,7mph,Cloudy,2017-12-09,23,59
8167,31F,92%,6mph,Cloudy,2017-12-10,0,48
8168,31F,92%,5mph,Cloudy,2017-12-10,1,50
8169,31F,92%,6mph,Mostly Cloudy,2017-12-10,2,21
8170,32F,88%,5mph,Cloudy,2017-12-10,3,21
8171,33F,75%,6mph,Mostly Cloudy,2017-12-10,4,13
8172,34F,70%,6mph,Mostly Cloudy,2017-12-10,5,10
8173,34F,73%,7mph,Mostly Cloudy,2017-12-10,6,21
8174,36F,57%,7mph,Mostly Cloudy,2017-12-10,7,78
8175,35F,67%,8mph,Cloudy,2017-12-10,8,106
8176,35F,70%,7mph,Cloudy,2017-12-10,9,163
8177,37F,62%,8mph,Cloudy,2017-12-10,10,274
8178,38F,57%,6mph,Cloudy,2017-12-10,11,320
8179,40F,55%,9mph,Partly Cloudy,2017-12-10,12,353
8180,40F,53%,9mph,Mostly Cloudy,2017-12-10,13,358
8181,41F,51%,8mph,Mostly Cloudy,2017-12-10,14,366
8182,41F,47%,7mph,Mostly Cloudy,2017-12-10,15,402
8183,40F,51%,7mph,Mostly Cloudy,2017-12-10,16,397
8184,39F,53%,6mph,Cloudy,2017-12-10,17,302
8185,38F,57%,6mph,Mostly Cloudy,2017-12-10,18,265
8186,37F,67%,12mph,Mostly Cloudy,2017-12-10,19,201
8187,37F,70%,8mph,Cloudy,2017-12-10,20,120
8188,37F,73%,8mph,Cloudy,2017-12-10,21,131
8189,38F,68%,8mph,Cloudy,2017-12-10,22,87
8190,37F,70%,7mph,Cloudy,2017-12-10,23,44
8191,37F,70%,8mph,Cloudy,2017-12-11,0,28
8192,38F,68%,6mph,Cloudy,2017-12-11,1,5
8193,38F,70%,7mph,Cloudy,2017-12-11,2,4
8194,36F,73%,5mph,Cloudy,2017-12-11,3,1
8195,36F,70%,0mph,Partly Cloudy,2017-12-11,4,10
8196,36F,73%,3mph,Cloudy,2017-12-11,5,74
8197,36F,76%,3mph,Mostly Cloudy,2017-12-11,6,229
8198,35F,78%,6mph,Partly Cloudy,2017-12-11,7,639
8199,38F,70%,5mph,Fair,2017-12-11,8,1038
8200,41F,70%,5mph,Fair,2017-12-11,9,455
8201,43F,62%,5mph,Fair,2017-12-11,10,226
8202,46F,47%,9mph,Fair,2017-12-11,11,252
8203,48F,41%,5mph,Partly Cloudy,2017-12-11,12,331
8204,48F,41%,6mph,Mostly Cloudy,2017-12-11,13,334
8205,48F,44%,9mph,Partly Cloudy,2017-12-11,14,310
8206,47F,48%,7mph,Partly Cloudy,2017-12-11,15,376
8207,44F,58%,8mph,Partly Cloudy,2017-12-11,16,582
8208,44F,53%,8mph,Partly Cloudy,2017-12-11,17,1026
8209,43F,56%,10mph,Partly Cloudy,2017-12-11,18,813
8210,42F,62%,10mph,Mostly Cloudy,2017-12-11,19,471
8211,42F,67%,12mph,Mostly Cloudy,2017-12-11,20,286
8212,41F,70%,14mph,Mostly Cloudy,2017-12-11,21,220
8213,41F,73%,13mph,Cloudy,2017-12-11,22,104
8214,42F,73%,12mph,Cloudy,2017-12-11,23,57
8215,41F,73%,8mph,Mostly Cloudy,2017-12-12,0,29
8216,42F,70%,10mph,Cloudy,2017-12-12,1,13
8217,43F,68%,14mph,Cloudy,2017-12-12,2,7
8218,43F,62%,13mph,Cloudy,2017-12-12,3,3
8219,42F,67%,7mph,Cloudy,2017-12-12,4,8
8220,42F,67%,8mph,Cloudy,2017-12-12,5,87
8221,42F,67%,13mph,Cloudy,2017-12-12,6,282
8222,42F,67%,7mph,Cloudy,2017-12-12,7,718
8223,43F,65%,5mph,Cloudy,2017-12-12,8,1214
8224,44F,63%,5mph,Cloudy,2017-12-12,9,537
8225,45F,60%,6mph,Cloudy,2017-12-12,10,235
8226,46F,61%,7mph,Cloudy,2017-12-12,11,268
8227,48F,56%,6mph,Cloudy,2017-12-12,12,309
8228,48F,48%,18mph,Cloudy,2017-12-12,13,292
8229,48F,50%,20mph,Cloudy,2017-12-12,14,255
8230,45F,48%,14mph,Cloudy,2017-12-12,15,365
8231,41F,45%,17mph,Cloudy,2017-12-12,16,561
8232,40F,41%,23mph,Cloudy / Windy,2017-12-12,17,940
8233,36F,41%,15mph,Cloudy,2017-12-12,18,761
8234,33F,46%,23mph,Cloudy / Windy,2017-12-12,19,358
8235,29F,43%,24mph,Mostly Cloudy / Windy,2017-12-12,20,216
8236,27F,43%,26mph,Mostly Cloudy / Windy,2017-12-12,21,145
8237,26F,34%,20mph,Fair,2017-12-12,22,84
8238,25F,36%,14mph,Fair,2017-12-12,23,38
8239,25F,36%,16mph,Partly Cloudy,2017-12-13,0,21
8240,24F,37%,18mph,Mostly Cloudy,2017-12-13,1,6
8241,23F,39%,20mph,Fair,2017-12-13,2,7
8242,23F,39%,16mph,Fair,2017-12-13,3,5
8243,23F,37%,14mph,Fair,2017-12-13,4,6
8244,23F,35%,13mph,Partly Cloudy,2017-12-13,5,52
8245,23F,35%,18mph,Partly Cloudy,2017-12-13,6,197
8246,23F,37%,13mph,Fair,2017-12-13,7,461
8247,25F,34%,25mph,Fair / Windy,2017-12-13,8,848
8248,27F,33%,17mph,Fair,2017-12-13,9,385
8249,29F,35%,21mph,Fair / Windy,2017-12-13,10,177
8250,31F,33%,23mph,Partly Cloudy / Windy,2017-12-13,11,163
8251,33F,32%,16mph,Partly Cloudy,2017-12-13,12,199
8252,34F,32%,16mph,Partly Cloudy,2017-12-13,13,198
8253,35F,30%,13mph,Partly Cloudy,2017-12-13,14,201
8254,35F,30%,10mph,Partly Cloudy,2017-12-13,15,259
8255,34F,32%,10mph,Cloudy,2017-12-13,16,427
8256,34F,34%,8mph,Mostly Cloudy,2017-12-13,17,742
8257,34F,38%,9mph,Cloudy,2017-12-13,18,576
8258,34F,44%,13mph,Light Snow,2017-12-13,19,343
8259,35F,44%,13mph,Cloudy,2017-12-13,20,205
8260,35F,40%,10mph,Cloudy,2017-12-13,21,180
8261,36F,43%,15mph,Cloudy,2017-12-13,22,122
8262,36F,44%,16mph,Cloudy,2017-12-13,23,74
8263,37F,41%,12mph,Cloudy,2017-12-14,0,28
8264,36F,44%,12mph,Cloudy,2017-12-14,1,17
8265,35F,50%,10mph,Partly Cloudy,2017-12-14,2,4
8266,36F,50%,12mph,Partly Cloudy,2017-12-14,3,5
8267,36F,52%,9mph,Partly Cloudy,2017-12-14,4,7
8268,38F,44%,8mph,Mostly Cloudy,2017-12-14,5,69
8269,37F,46%,7mph,Cloudy,2017-12-14,6,255
8270,38F,47%,6mph,Partly Cloudy,2017-12-14,7,611
8271,41F,47%,13mph,Partly Cloudy,2017-12-14,8,1027
8272,44F,43%,20mph,Mostly Cloudy,2017-12-14,9,431
8273,42F,45%,24mph,Cloudy / Windy,2017-12-14,10,197
8274,41F,43%,17mph,Mostly Cloudy,2017-12-14,11,206
8275,41F,36%,21mph,Mostly Cloudy / Windy,2017-12-14,12,260
8276,41F,36%,17mph,Mostly Cloudy,2017-12-14,13,264
8277,40F,38%,13mph,Mostly Cloudy,2017-12-14,14,254
8278,39F,39%,14mph,Mostly Cloudy,2017-12-14,15,369
8279,37F,44%,13mph,Mostly Cloudy,2017-12-14,16,504
8280,36F,44%,14mph,Cloudy,2017-12-14,17,823
8281,35F,46%,10mph,Cloudy,2017-12-14,18,680
8282,35F,46%,13mph,Cloudy,2017-12-14,19,406
8283,34F,46%,14mph,Cloudy,2017-12-14,20,237
8284,33F,46%,12mph,Cloudy,2017-12-14,21,209
8285,32F,50%,10mph,Mostly Cloudy,2017-12-14,22,146
8286,31F,47%,7mph,Mostly Cloudy,2017-12-14,23,83
8287,30F,45%,8mph,Mostly Cloudy,2017-12-15,0,49
8288,31F,43%,9mph,Cloudy,2017-12-15,1,33
8289,30F,45%,7mph,Cloudy,2017-12-15,2,13
8290,30F,45%,5mph,Cloudy,2017-12-15,3,3
8291,30F,45%,7mph,Cloudy,2017-12-15,4,9
8292,30F,47%,6mph,Cloudy,2017-12-15,5,59
8293,30F,51%,6mph,Cloudy,2017-12-15,6,201
8294,30F,47%,7mph,Cloudy,2017-12-15,7,478
8295,30F,47%,6mph,Cloudy,2017-12-15,8,865
8296,31F,46%,3mph,Cloudy,2017-12-15,9,472
8297,31F,47%,5mph,Cloudy,2017-12-15,10,213
8298,31F,50%,6mph,Cloudy,2017-12-15,11,238
8299,30F,61%,6mph,Light Snow,2017-12-15,12,257
8300,29F,75%,8mph,Light Snow,2017-12-15,13,192
8301,28F,88%,3mph,Light Snow,2017-12-15,14,151
8302,29F,85%,0mph,Light Snow,2017-12-15,15,208
8303,29F,89%,6mph,Cloudy,2017-12-15,16,261
8304,29F,82%,5mph,Mostly Cloudy,2017-12-15,17,406
8305,29F,82%,6mph,Partly Cloudy,2017-12-15,18,310
8306,28F,85%,5mph,Partly Cloudy,2017-12-15,19,179
8307,28F,85%,5mph,Fair,2017-12-15,20,110
8308,27F,89%,6mph,Fair,2017-12-15,21,116
