,time,temp,hum,wind,weather,date
40,4:52 PM,44F,96%,9mph,Light Drizzle,2017-01-02
41,5:01 PM,44F,96%,12mph,Light Drizzle,2017-01-02
42,5:52 PM,44F,96%,9mph,Light Drizzle,2017-01-02
43,6:52 PM,44F,100%,9mph,Light Drizzle,2017-01-02
44,7:52 PM,44F,96%,9mph,Light Drizzle,2017-01-02
45,8:39 PM,44F,96%,9mph,Cloudy,2017-01-02
46,8:52 PM,44F,96%,7mph,Cloudy,2017-01-02
47,9:52 PM,44F,96%,9mph,Cloudy,2017-01-02
48,10:34 PM,44F,96%,9mph,Light Drizzle,2017-01-02
49,10:52 PM,44F,96%,8mph,Light Drizzle,2017-01-02
50,11:18 PM,44F,96%,8mph,Light Drizzle,2017-01-02
51,11:52 PM,43F,100%,8mph,Light Drizzle,2017-01-02
52,11:56 PM,43F,100%,8mph,Light Drizzle,2017-01-02
0,12:52 AM,43F,100%,8mph,Light Drizzle,2017-01-03
1,1:27 AM,43F,97%,9mph,Light Drizzle,2017-01-03
2,1:50 AM,43F,100%,9mph,Light Drizzle,2017-01-03
3,1:52 AM,43F,97%,9mph,Light Drizzle,2017-01-03
4,2:52 AM,43F,100%,6mph,Light Drizzle,2017-01-03
5,3:48 AM,43F,100%,7mph,Light Drizzle,2017-01-03
6,3:52 AM,43F,100%,7mph,Light Drizzle,2017-01-03
7,3:58 AM,43F,100%,8mph,Light Drizzle,2017-01-03
8,4:12 AM,43F,100%,9mph,Light Drizzle,2017-01-03
9,4:52 AM,43F,97%,9mph,Light Drizzle,2017-01-03
10,5:52 AM,43F,97%,7mph,Light Rain,2017-01-03
11,6:52 AM,43F,97%,7mph,Light Rain,2017-01-03
12,7:52 AM,43F,97%,7mph,Light Rain,2017-01-03
13,8:27 AM,43F,97%,8mph,Rain,2017-01-03
14,8:40 AM,43F,97%,7mph,Heavy Rain,2017-01-03
15,8:52 AM,43F,97%,7mph,Rain,2017-01-03
16,9:21 AM,43F,97%,10mph,Rain,2017-01-03
17,9:36 AM,43F,97%,9mph,Rain,2017-01-03
18,9:45 AM,43F,97%,10mph,Rain,2017-01-03
19,9:52 AM,43F,100%,8mph,Rain,2017-01-03
20,10:17 AM,44F,96%,5mph,Light Rain,2017-01-03
21,10:19 AM,44F,96%,6mph,Rain,2017-01-03
22,10:30 AM,44F,100%,5mph,Rain,2017-01-03
23,10:38 AM,45F,97%,5mph,Light Rain,2017-01-03
24,10:52 AM,45F,97%,3mph,Light Rain,2017-01-03
25,10:56 AM,45F,97%,0mph,Light Rain,2017-01-03
26,11:04 AM,45F,97%,3mph,Light Rain,2017-01-03
27,11:12 AM,45F,93%,5mph,Light Rain,2017-01-03
28,11:28 AM,45F,97%,6mph,Light Rain,2017-01-03
29,11:34 AM,45F,97%,7mph,Light Rain,2017-01-03
30,11:52 AM,45F,97%,5mph,Light Rain,2017-01-03
31,12:00 PM,45F,97%,5mph,Light Rain,2017-01-03
32,12:07 PM,45F,97%,3mph,Light Rain,2017-01-03
33,12:21 PM,45F,97%,5mph,Light Rain,2017-01-03
34,12:31 PM,45F,97%,6mph,Light Rain,2017-01-03
35,12:52 PM,45F,97%,6mph,Cloudy,2017-01-03
36,12:58 PM,46F,96%,6mph,Cloudy,2017-01-03
37,1:08 PM,46F,96%,6mph,Cloudy,2017-01-03
38,1:52 PM,46F,96%,0mph,Cloudy,2017-01-03
39,2:27 PM,45F,100%,0mph,Cloudy,2017-01-03
40,2:45 PM,45F,100%,3mph,Cloudy,2017-01-03
41,2:52 PM,45F,97%,3mph,Cloudy,2017-01-03
42,3:52 PM,45F,97%,0mph,Cloudy,2017-01-03
43,4:37 PM,45F,100%,5mph,Cloudy,2017-01-03
44,4:52 PM,46F,93%,8mph,Cloudy,2017-01-03
45,5:28 PM,46F,93%,6mph,Cloudy,2017-01-03
46,5:43 PM,46F,93%,8mph,Cloudy,2017-01-03
47,5:52 PM,46F,93%,7mph,Cloudy,2017-01-03
48,6:20 PM,46F,93%,6mph,Cloudy,2017-01-03
49,6:52 PM,46F,89%,6mph,Cloudy,2017-01-03
50,7:48 PM,46F,87%,6mph,Cloudy,2017-01-03
51,7:52 PM,46F,89%,5mph,Cloudy,2017-01-03
52,8:17 PM,46F,89%,0mph,Cloudy,2017-01-03
53,8:52 PM,45F,97%,6mph,Cloudy,2017-01-03
54,9:05 PM,45F,97%,7mph,Cloudy,2017-01-03
55,9:36 PM,45F,100%,9mph,Fog,2017-01-03
56,9:41 PM,45F,100%,9mph,Fog,2017-01-03
57,9:52 PM,45F,100%,6mph,Fog,2017-01-03
58,10:02 PM,45F,100%,6mph,Cloudy,2017-01-03
59,10:52 PM,46F,96%,5mph,Cloudy,2017-01-03
60,11:02 PM,46F,100%,3mph,Cloudy,2017-01-03
61,11:45 PM,46F,96%,6mph,Cloudy,2017-01-03
62,11:52 PM,46F,100%,6mph,Cloudy,2017-01-03
0,12:08 AM,46F,100%,6mph,Fog,2017-01-04
1,12:15 AM,46F,100%,7mph,Fog,2017-01-04
2,12:18 AM,46F,100%,6mph,Fog,2017-01-04
3,12:28 AM,45F,100%,7mph,Fog,2017-01-04
4,12:48 AM,45F,100%,9mph,Fog,2017-01-04
5,12:52 AM,45F,100%,9mph,Fog,2017-01-04
6,1:50 AM,46F,100%,5mph,Fog,2017-01-04
7,1:52 AM,46F,100%,5mph,Fog,2017-01-04
8,2:52 AM,47F,100%,9mph,Fog,2017-01-04
9,2:56 AM,47F,100%,10mph,Fog,2017-01-04
10,3:52 AM,47F,100%,6mph,Fog,2017-01-04
11,3:56 AM,47F,100%,3mph,Fog,2017-01-04
12,4:23 AM,48F,100%,6mph,Fog,2017-01-04
13,4:35 AM,48F,100%,6mph,Cloudy,2017-01-04
14,4:52 AM,47F,100%,5mph,Cloudy,2017-01-04
15,5:42 AM,47F,97%,5mph,Mostly Cloudy,2017-01-04
16,5:52 AM,46F,100%,3mph,Mostly Cloudy,2017-01-04
17,6:52 AM,45F,97%,5mph,Mostly Cloudy,2017-01-04
18,7:05 AM,44F,100%,10mph,Fair,2017-01-04
19,7:09 AM,44F,96%,13mph,Mist,2017-01-04
20,7:12 AM,45F,97%,8mph,Fog,2017-01-04
21,7:15 AM,45F,100%,8mph,Fog,2017-01-04
22,7:25 AM,45F,100%,9mph,Fog,2017-01-04
23,7:28 AM,45F,100%,9mph,Fog,2017-01-04
24,7:36 AM,46F,100%,7mph,Fog,2017-01-04
25,7:40 AM,45F,100%,9mph,Fog,2017-01-04
26,7:45 AM,44F,100%,10mph,Fog,2017-01-04
27,7:52 AM,44F,100%,10mph,Fog,2017-01-04
28,7:54 AM,45F,100%,10mph,Fog,2017-01-04
29,8:12 AM,45F,100%,9mph,Fog,2017-01-04
30,8:18 AM,46F,100%,10mph,Fog,2017-01-04
31,8:26 AM,46F,100%,8mph,Fog,2017-01-04
32,8:30 AM,46F,100%,9mph,Fog,2017-01-04
33,8:52 AM,47F,100%,8mph,Fog,2017-01-04
34,8:59 AM,47F,100%,8mph,Fog,2017-01-04
35,9:09 AM,47F,100%,6mph,Fog,2017-01-04
36,9:19 AM,48F,100%,5mph,Fog,2017-01-04
37,9:30 AM,47F,100%,6mph,Cloudy,2017-01-04
38,9:52 AM,48F,100%,5mph,Mist,2017-01-04
39,9:59 AM,48F,100%,3mph,Mist,2017-01-04
40,10:52 AM,49F,100%,3mph,Cloudy,2017-01-04
41,11:52 AM,54F,77%,7mph,Cloudy,2017-01-04
42,12:52 PM,56F,57%,12mph,Mostly Cloudy,2017-01-04
43,1:52 PM,57F,49%,16mph,Mostly Cloudy,2017-01-04
44,2:52 PM,55F,37%,16mph,Mostly Cloudy,2017-01-04
45,3:52 PM,53F,31%,15mph,Mostly Cloudy,2017-01-04
46,4:52 PM,50F,31%,13mph,Partly Cloudy,2017-01-04
47,5:52 PM,48F,24%,15mph,Fair,2017-01-04
48,6:52 PM,45F,24%,16mph,Fair,2017-01-04
49,7:52 PM,43F,25%,13mph,Fair,2017-01-04
50,8:52 PM,40F,31%,12mph,Fair,2017-01-04
51,9:52 PM,40F,28%,14mph,Fair,2017-01-04
52,10:52 PM,38F,30%,12mph,Fair,2017-01-04
53,11:52 PM,36F,36%,8mph,Fair,2017-01-04
0,12:52 AM,34F,37%,8mph,Fair,2017-01-05
1,1:52 AM,33F,37%,12mph,Fair,2017-01-05
2,2:52 AM,32F,38%,7mph,Fair,2017-01-05
3,3:52 AM,32F,38%,9mph,Fair,2017-01-05
4,4:52 AM,30F,43%,9mph,Partly Cloudy,2017-01-05
5,5:52 AM,32F,40%,8mph,Cloudy,2017-01-05
6,6:52 AM,32F,38%,9mph,Cloudy,2017-01-05
7,7:52 AM,32F,40%,8mph,Cloudy,2017-01-05
8,8:52 AM,32F,40%,10mph,Cloudy,2017-01-05
9,9:52 AM,33F,40%,5mph,Cloudy,2017-01-05
10,10:52 AM,34F,42%,5mph,Cloudy,2017-01-05
11,11:52 AM,35F,48%,7mph,Cloudy,2017-01-05
12,12:52 PM,36F,48%,7mph,Cloudy,2017-01-05
13,1:52 PM,36F,52%,3mph,Cloudy,2017-01-05
14,2:35 PM,35F,64%,8mph,Light Snow,2017-01-05
15,2:52 PM,34F,70%,8mph,Light Snow,2017-01-05
16,3:52 PM,34F,75%,3mph,Light Snow,2017-01-05
17,4:52 PM,35F,67%,0mph,Cloudy,2017-01-05
18,5:52 PM,36F,52%,6mph,Cloudy,2017-01-05
19,6:52 PM,36F,50%,6mph,Cloudy,2017-01-05
20,7:52 PM,36F,52%,5mph,Cloudy,2017-01-05
21,8:52 PM,36F,52%,3mph,Cloudy,2017-01-05
22,9:52 PM,36F,57%,6mph,Cloudy,2017-01-05
23,10:52 PM,36F,67%,3mph,Cloudy,2017-01-05
24,11:33 PM,36F,73%,6mph,Light Snow,2017-01-05
25,11:52 PM,36F,73%,7mph,Light Snow,2017-01-05
0,12:52 AM,35F,82%,9mph,Cloudy,2017-01-06
1,1:52 AM,34F,82%,14mph,Light Snow,2017-01-06
2,2:52 AM,33F,82%,14mph,Cloudy,2017-01-06
3,3:06 AM,33F,82%,10mph,Cloudy,2017-01-06
4,3:52 AM,33F,78%,12mph,Cloudy,2017-01-06
5,4:52 AM,33F,64%,15mph,Cloudy,2017-01-06
6,5:52 AM,32F,64%,9mph,Cloudy,2017-01-06
7,6:52 AM,32F,61%,10mph,Cloudy,2017-01-06
8,7:52 AM,32F,54%,15mph,Cloudy,2017-01-06
9,8:52 AM,32F,54%,12mph,Cloudy,2017-01-06
10,9:52 AM,32F,54%,14mph,Mostly Cloudy,2017-01-06
11,10:52 AM,33F,48%,15mph,Cloudy,2017-01-06
12,11:52 AM,32F,45%,16mph,Mostly Cloudy,2017-01-06
13,12:52 PM,34F,42%,16mph,Cloudy,2017-01-06
14,1:52 PM,32F,44%,13mph,Cloudy,2017-01-06
15,2:52 PM,31F,46%,12mph,Cloudy,2017-01-06
16,3:52 PM,30F,45%,12mph,Cloudy,2017-01-06
17,4:52 PM,30F,45%,9mph,Cloudy,2017-01-06
18,5:52 PM,30F,45%,12mph,Cloudy,2017-01-06
19,6:52 PM,29F,47%,13mph,Cloudy,2017-01-06
20,7:52 PM,29F,47%,12mph,Cloudy,2017-01-06
21,8:52 PM,28F,47%,8mph,Cloudy,2017-01-06
22,9:52 PM,28F,47%,10mph,Mostly Cloudy,2017-01-06
23,10:52 PM,28F,43%,12mph,Cloudy,2017-01-06
24,11:52 PM,28F,43%,16mph,Cloudy,2017-01-06
0,12:52 AM,27F,41%,15mph,Cloudy,2017-01-07
1,1:52 AM,27F,45%,12mph,Cloudy,2017-01-07
2,2:52 AM,26F,49%,13mph,Cloudy,2017-01-07
3,3:52 AM,25F,49%,15mph,Cloudy,2017-01-07
4,4:17 AM,25F,49%,13mph,Light Snow,2017-01-07
5,4:52 AM,24F,60%,16mph,Light Snow,2017-01-07
6,5:32 AM,25F,51%,17mph,Cloudy,2017-01-07
7,5:52 AM,24F,51%,16mph,Cloudy,2017-01-07
8,6:15 AM,25F,51%,15mph,Light Snow,2017-01-07
9,6:52 AM,24F,57%,15mph,Light Snow,2017-01-07
10,7:52 AM,24F,57%,15mph,Light Snow,2017-01-07
11,8:52 AM,24F,57%,12mph,Light Snow,2017-01-07
12,9:52 AM,23F,68%,16mph,Light Snow,2017-01-07
13,10:52 AM,24F,69%,16mph,Light Snow,2017-01-07
14,11:52 AM,23F,72%,16mph,Light Snow,2017-01-07
15,11:57 AM,23F,74%,18mph,Light Snow,2017-01-07
16,12:01 PM,22F,78%,17mph,Light Snow,2017-01-07
17,12:06 PM,22F,82%,16mph,Light Snow,2017-01-07
18,12:17 PM,22F,85%,14mph,Light Snow,2017-01-07
19,12:38 PM,22F,85%,13mph,Light Snow,2017-01-07
20,12:45 PM,22F,82%,16mph,Light Snow,2017-01-07
21,12:52 PM,22F,85%,15mph,Light Snow,2017-01-07
22,1:47 PM,21F,86%,15mph,Light Snow,2017-01-07
23,1:52 PM,22F,82%,15mph,Light Snow,2017-01-07
24,1:56 PM,22F,82%,13mph,Light Snow,2017-01-07
25,2:04 PM,23F,78%,15mph,Light Snow,2017-01-07
26,2:11 PM,22F,78%,12mph,Light Snow,2017-01-07
27,2:52 PM,24F,69%,14mph,Cloudy,2017-01-07
28,3:52 PM,25F,55%,18mph,Cloudy,2017-01-07
29,4:52 PM,24F,53%,14mph,Mostly Cloudy,2017-01-07
30,5:52 PM,23F,53%,13mph,Partly Cloudy,2017-01-07
31,6:52 PM,23F,50%,13mph,Fair,2017-01-07
32,7:52 PM,22F,53%,23mph,Fair / Windy,2017-01-07
33,8:52 PM,21F,53%,17mph,Fair,2017-01-07
34,9:52 PM,20F,52%,15mph,Partly Cloudy,2017-01-07
35,10:52 PM,20F,52%,12mph,Fair,2017-01-07
36,11:52 PM,20F,50%,10mph,Partly Cloudy,2017-01-07
0,12:52 AM,19F,50%,15mph,Fair,2017-01-08
1,1:52 AM,18F,52%,15mph,Fair,2017-01-08
2,2:52 AM,18F,50%,12mph,Fair,2017-01-08
3,3:52 AM,17F,47%,8mph,Fair,2017-01-08
4,4:52 AM,16F,49%,13mph,Fair,2017-01-08
5,5:52 AM,16F,49%,21mph,Fair / Windy,2017-01-08
6,6:52 AM,15F,51%,14mph,Fair,2017-01-08
7,7:52 AM,15F,51%,6mph,Fair,2017-01-08
8,8:52 AM,18F,48%,12mph,Fair,2017-01-08
9,9:52 AM,20F,46%,20mph,Fair,2017-01-08
10,10:52 AM,22F,40%,23mph,Fair / Windy,2017-01-08
11,11:52 AM,23F,37%,23mph,Fair / Windy,2017-01-08
12,12:52 PM,24F,35%,22mph,Partly Cloudy / Windy,2017-01-08
13,1:52 PM,25F,33%,16mph,Partly Cloudy,2017-01-08
14,2:52 PM,24F,32%,22mph,Partly Cloudy / Windy,2017-01-08
15,3:52 PM,23F,32%,21mph,Fair / Windy,2017-01-08
16,4:52 PM,22F,34%,16mph,Fair,2017-01-08
17,5:52 PM,21F,36%,9mph,Fair,2017-01-08
18,6:52 PM,21F,36%,12mph,Fair,2017-01-08
19,7:52 PM,21F,36%,10mph,Fair,2017-01-08
20,8:52 PM,20F,38%,8mph,Fair,2017-01-08
21,9:52 PM,20F,37%,12mph,Fair,2017-01-08
22,10:52 PM,19F,40%,8mph,Fair,2017-01-08
23,11:52 PM,18F,44%,8mph,Fair,2017-01-08
0,12:52 AM,17F,45%,6mph,Fair,2017-01-09
1,1:52 AM,17F,47%,6mph,Mostly Cloudy,2017-01-09
2,2:52 AM,17F,50%,7mph,Mostly Cloudy,2017-01-09
3,3:52 AM,17F,50%,6mph,Mostly Cloudy,2017-01-09
4,4:52 AM,17F,52%,5mph,Cloudy,2017-01-09
5,5:52 AM,18F,50%,5mph,Cloudy,2017-01-09
6,6:52 AM,18F,52%,5mph,Cloudy,2017-01-09
7,7:52 AM,19F,52%,3mph,Cloudy,2017-01-09
8,8:52 AM,20F,50%,3mph,Cloudy,2017-01-09
9,9:52 AM,21F,46%,5mph,Cloudy,2017-01-09
10,10:52 AM,23F,50%,8mph,Cloudy,2017-01-09
11,11:52 AM,24F,42%,12mph,Cloudy,2017-01-09
12,12:52 PM,25F,43%,12mph,Mostly Cloudy,2017-01-09
13,1:52 PM,28F,36%,10mph,Mostly Cloudy,2017-01-09
14,2:52 PM,28F,38%,15mph,Mostly Cloudy,2017-01-09
15,3:52 PM,26F,39%,14mph,Mostly Cloudy,2017-01-09
16,4:52 PM,24F,44%,12mph,Partly Cloudy,2017-01-09
17,5:52 PM,24F,44%,12mph,Mostly Cloudy,2017-01-09
18,6:52 PM,23F,46%,12mph,Partly Cloudy,2017-01-09
19,7:52 PM,23F,48%,10mph,Cloudy,2017-01-09
20,8:52 PM,23F,48%,10mph,Mostly Cloudy,2017-01-09
21,9:52 PM,24F,51%,13mph,Cloudy,2017-01-09
22,10:52 PM,23F,55%,10mph,Cloudy,2017-01-09
23,11:52 PM,23F,53%,9mph,Mostly Cloudy,2017-01-09
0,12:52 AM,24F,55%,12mph,Mostly Cloudy,2017-01-10
1,1:52 AM,23F,53%,8mph,Mostly Cloudy,2017-01-10
2,2:52 AM,23F,53%,9mph,Cloudy,2017-01-10
3,3:52 AM,23F,55%,8mph,Cloudy,2017-01-10
4,4:52 AM,24F,55%,10mph,Mostly Cloudy,2017-01-10
5,5:52 AM,24F,57%,8mph,Cloudy,2017-01-10
6,6:52 AM,24F,62%,7mph,Cloudy,2017-01-10
7,7:52 AM,25F,60%,9mph,Mostly Cloudy,2017-01-10
8,8:52 AM,26F,60%,10mph,Cloudy,2017-01-10
9,9:52 AM,29F,51%,7mph,Cloudy,2017-01-10
10,10:52 AM,30F,49%,12mph,Cloudy,2017-01-10
11,11:52 AM,32F,48%,10mph,Cloudy,2017-01-10
12,12:52 PM,34F,46%,12mph,Cloudy,2017-01-10
13,1:52 PM,36F,37%,12mph,Cloudy,2017-01-10
14,2:52 PM,36F,41%,12mph,Cloudy,2017-01-10
15,3:52 PM,36F,44%,13mph,Cloudy,2017-01-10
16,4:52 PM,36F,44%,12mph,Cloudy,2017-01-10
17,5:52 PM,36F,46%,15mph,Cloudy,2017-01-10
18,6:52 PM,36F,50%,13mph,Cloudy,2017-01-10
19,7:52 PM,36F,52%,15mph,Cloudy,2017-01-10
20,8:52 PM,38F,48%,23mph,Cloudy / Windy,2017-01-10
21,9:52 PM,39F,45%,24mph,Cloudy / Windy,2017-01-10
22,10:52 PM,41F,49%,14mph,Cloudy,2017-01-10
23,11:52 PM,41F,53%,15mph,Cloudy,2017-01-10
0,12:52 AM,40F,77%,18mph,Light Rain,2017-01-11
1,1:52 AM,40F,77%,17mph,Cloudy,2017-01-11
2,2:52 AM,40F,79%,13mph,Cloudy,2017-01-11
3,3:52 AM,41F,79%,13mph,Cloudy,2017-01-11
4,4:52 AM,42F,76%,5mph,Cloudy,2017-01-11
5,5:52 AM,39F,82%,9mph,Partly Cloudy,2017-01-11
6,6:52 AM,39F,82%,5mph,Fair,2017-01-11
7,7:52 AM,38F,86%,8mph,Fair,2017-01-11
8,8:52 AM,41F,82%,6mph,Mostly Cloudy,2017-01-11
9,9:52 AM,45F,74%,8mph,Mostly Cloudy,2017-01-11
10,10:52 AM,48F,66%,9mph,Cloudy,2017-01-11
11,11:52 AM,50F,61%,7mph,Cloudy,2017-01-11
12,12:52 PM,52F,59%,3mph,Cloudy,2017-01-11
13,1:52 PM,56F,53%,7mph,Cloudy,2017-01-11
14,2:52 PM,55F,57%,8mph,Cloudy,2017-01-11
15,3:52 PM,50F,66%,7mph,Cloudy,2017-01-11
16,4:52 PM,50F,68%,8mph,Cloudy,2017-01-11
17,5:52 PM,47F,80%,8mph,Cloudy,2017-01-11
18,6:52 PM,50F,74%,13mph,Cloudy,2017-01-11
19,7:52 PM,45F,90%,10mph,Light Rain,2017-01-11
20,8:52 PM,44F,96%,8mph,Light Rain,2017-01-11
21,9:52 PM,47F,93%,9mph,Cloudy,2017-01-11
22,10:52 PM,50F,89%,12mph,Light Rain,2017-01-11
23,11:52 PM,51F,92%,15mph,Cloudy,2017-01-11
0,12:52 AM,51F,92%,13mph,Cloudy,2017-01-12
1,1:52 AM,51F,92%,14mph,Cloudy,2017-01-12
2,2:52 AM,52F,89%,18mph,Cloudy,2017-01-12
3,3:52 AM,53F,89%,16mph,Cloudy,2017-01-12
4,4:52 AM,52F,93%,15mph,Cloudy,2017-01-12
5,5:52 AM,54F,90%,18mph,Cloudy,2017-01-12
6,6:52 AM,55F,86%,23mph,Cloudy / Windy,2017-01-12
7,7:52 AM,56F,87%,15mph,Cloudy,2017-01-12
8,8:52 AM,57F,83%,17mph,Cloudy,2017-01-12
9,9:52 AM,59F,78%,18mph,Cloudy,2017-01-12
10,10:52 AM,64F,67%,23mph,Mostly Cloudy / Windy,2017-01-12
11,11:52 AM,65F,63%,20mph,Cloudy,2017-01-12
12,12:52 PM,68F,56%,23mph,Mostly Cloudy / Windy,2017-01-12
13,1:52 PM,71F,51%,21mph,Cloudy / Windy,2017-01-12
14,2:52 PM,72F,49%,25mph,Mostly Cloudy / Windy,2017-01-12
15,3:52 PM,71F,51%,29mph,Cloudy / Windy,2017-01-12
16,4:52 PM,69F,53%,23mph,Cloudy / Windy,2017-01-12
17,5:52 PM,68F,55%,21mph,Cloudy / Windy,2017-01-12
18,6:52 PM,67F,57%,17mph,Cloudy,2017-01-12
19,7:52 PM,66F,59%,18mph,Cloudy,2017-01-12
20,8:52 PM,66F,59%,21mph,Mostly Cloudy / Windy,2017-01-12
21,9:52 PM,64F,63%,16mph,Cloudy,2017-01-12
22,10:52 PM,63F,65%,16mph,Cloudy,2017-01-12
23,11:52 PM,64F,63%,7mph,Cloudy,2017-01-12
0,12:52 AM,64F,65%,8mph,Cloudy,2017-01-13
1,1:52 AM,59F,75%,6mph,Cloudy,2017-01-13
2,2:52 AM,59F,75%,9mph,Cloudy,2017-01-13
3,3:52 AM,55F,83%,0mph,Cloudy,2017-01-13
4,4:52 AM,57F,83%,3mph,Mostly Cloudy,2017-01-13
5,5:52 AM,59F,67%,16mph,Mostly Cloudy,2017-01-13
6,6:52 AM,58F,60%,14mph,Cloudy,2017-01-13
7,7:52 AM,54F,64%,20mph,Cloudy,2017-01-13
8,8:52 AM,52F,61%,15mph,Mostly Cloudy,2017-01-13
9,9:52 AM,51F,56%,22mph,Cloudy / Windy,2017-01-13
10,10:52 AM,52F,53%,17mph,Cloudy,2017-01-13
11,11:52 AM,53F,43%,16mph,Mostly Cloudy,2017-01-13
12,12:52 PM,52F,45%,10mph,Mostly Cloudy,2017-01-13
13,1:52 PM,53F,40%,10mph,Mostly Cloudy,2017-01-13
14,2:52 PM,53F,40%,14mph,Cloudy,2017-01-13
15,3:52 PM,54F,37%,12mph,Mostly Cloudy,2017-01-13
16,4:52 PM,50F,39%,17mph,Cloudy,2017-01-13
17,5:52 PM,49F,38%,14mph,Cloudy,2017-01-13
18,6:52 PM,47F,41%,15mph,Cloudy,2017-01-13
19,7:52 PM,46F,44%,15mph,Cloudy,2017-01-13
20,8:52 PM,45F,44%,10mph,Cloudy,2017-01-13
21,9:52 PM,44F,42%,10mph,Cloudy,2017-01-13
22,10:52 PM,44F,42%,15mph,Cloudy,2017-01-13
23,11:52 PM,43F,45%,12mph,Cloudy,2017-01-13
0,12:52 AM,41F,55%,8mph,Light Rain,2017-01-14
1,1:52 AM,42F,55%,8mph,Light Rain,2017-01-14
